VOID	AcctName	DateOfAffiliation
397	jam.evans.413	2011-11-03
397	jam.johnson.153	2011-06-19
397	jam.terrell.239	2011-03-02
397	jas.keith.832	2013-05-25
397	jas.morton.077	2013-04-16
397	jen.campbell.340	2013-07-09
397	jen.huerta.328	2015-08-02
397	jer.rollins.740	2020-05-31
397	jil.payne.892	2021-06-08
397	joh.coleman.076	2013-04-13
397	jos.garcia.375	2011-02-22
397	kar.carroll.734	2014-05-13
397	ker.mullen.690	2011-05-25
397	kri.edwards.715	2018-03-20
397	lar.banks.335	2022-11-19
397	log.edwards.500	2015-02-24
397	lyn.tate.654	2016-05-14
397	mar.gonzales.971	2019-06-02
397	mel.acevedo.523	2019-05-13
397	mic.case.027	2022-01-19
397	mic.reynolds.319	2014-05-13
397	mic.thompson.255	2012-08-05
397	mic.woods.516	2020-05-29
397	mig.brown.544	2016-03-21
397	mit.diaz.120	2011-08-21
397	mit.haynes.006	2011-01-08
397	mon.barber.526	2013-10-13
397	mr..ferguson.506	2017-10-08
397	nic.horn.309	2012-02-20
397	nic.sherman.130	2022-12-25
397	phi.wilson.040	2021-10-04
397	reg.hughes.236	2011-10-22
397	rob.valenzuela.589	2015-03-04
397	san.wallace.423	2015-09-09
397	vic.weaver.575	2019-08-27
397	wya.martinez.388	2013-03-26
398	ale.johnson.509	2011-11-07
398	amy.floyd.618	2021-05-19
398	amy.garcia.871	2021-01-04
398	amy.henderson.224	2022-03-03
398	ang.hopkins.264	2022-01-03
398	ant.dennis.856	2017-07-14
398	ash.robinson.400	2019-11-22
398	ben.turner.392	2015-09-29
398	cas.duran.250	2015-08-26
398	chr.rose.465	2011-08-13
398	cor.jr..320	2020-12-03
398	cou.brooks.739	2021-04-21
398	cry.davis.502	2019-12-16
398	dan.hayes.093	2011-11-19
398	dav.lloyd.779	2018-05-31
398	dav.ryan.302	2020-12-13
398	daw.davis.370	2019-05-12
398	dr..espinoza.407	2011-03-04
398	dyl.romero.144	2013-07-18
398	eli.dawson.093	2018-04-15
398	ger.riley.934	2018-01-01
398	hea.baldwin.164	2021-08-18
398	jam.evans.413	2016-03-26
398	jam.johnson.153	2022-05-06
398	jam.terrell.239	2017-06-15
398	jas.keith.832	2017-12-05
398	jas.morton.077	2021-08-02
398	jen.campbell.340	2021-04-18
398	jen.huerta.328	2012-08-01
398	jer.rollins.740	2011-07-09
398	jil.payne.892	2021-01-16
398	joh.coleman.076	2020-05-31
398	jos.garcia.375	2015-06-18
398	kar.carroll.734	2020-08-10
398	ker.mullen.690	2015-09-09
398	kri.edwards.715	2014-03-03
398	lar.banks.335	2014-05-02
398	log.edwards.500	2012-12-10
398	lyn.tate.654	2015-07-19
398	mar.gonzales.971	2021-01-30
398	mel.acevedo.523	2014-10-29
398	mic.case.027	2019-01-17
398	mic.reynolds.319	2015-08-16
398	mic.thompson.255	2018-02-18
398	mic.woods.516	2015-06-04
398	mig.brown.544	2020-09-30
398	mit.diaz.120	2016-09-30
398	mit.haynes.006	2016-01-22
398	mon.barber.526	2015-10-04
398	mr..ferguson.506	2021-09-05
398	nic.horn.309	2020-03-05
398	nic.sherman.130	2021-04-26
398	phi.wilson.040	2019-06-13
398	reg.hughes.236	2016-08-09
398	rob.valenzuela.589	2015-12-11
398	san.wallace.423	2011-10-12
398	vic.weaver.575	2019-08-10
398	wya.martinez.388	2022-03-11
313	stewart.maria.226	2021-04-02
