VOID	AcctName	Name	Date	Accepted	Complete	NumHrs
111	ant.fleming.613	Biannual Blood Donation	2021-07-19	1	1	4
111	ash.robinson.400	Bandaging Workshop	2023-03-06	1	1	7
111	ash.robinson.400	Biannual Blood Donation	2021-07-19	\N	\N	\N
111	cas.duran.250	Bandaging Workshop	2023-03-06	1	1	10
111	cas.duran.250	Biannual Blood Donation	2021-07-19	1	0	\N
111	cor.jr..320	Bandaging Workshop	2023-03-06	1	0	\N
111	cou.brooks.739	Biannual Blood Donation	2021-07-19	1	0	\N
111	cry.davis.502	Biannual Blood Donation	2021-07-19	1	0	\N
111	dan.hayes.093	Biannual Blood Donation	2021-07-19	1	1	5
111	dav.lloyd.779	Bandaging Workshop	2023-03-06	1	0	\N
111	dav.lloyd.779	Biannual Blood Donation	2021-07-19	1	1	3
111	dav.ryan.302	Bandaging Workshop	2023-03-06	1	1	11
111	dav.ryan.302	Biannual Blood Donation	2021-07-19	\N	\N	\N
111	dr..espinoza.407	Biannual Blood Donation	2021-07-19	\N	\N	\N
111	eri.lopez.817	Bandaging Workshop	2023-03-06	1	0	\N
111	eri.lopez.817	Biannual Blood Donation	2021-07-19	1	0	\N
111	jam.evans.413	Bandaging Workshop	2023-03-06	1	0	\N
111	jam.evans.413	Biannual Blood Donation	2021-07-19	1	1	14
111	jam.johnson.153	Bandaging Workshop	2023-03-06	1	0	\N
111	jam.johnson.153	Biannual Blood Donation	2021-07-19	1	1	5
111	jam.terrell.239	Bandaging Workshop	2023-03-06	1	0	\N
111	jam.terrell.239	Biannual Blood Donation	2021-07-19	1	0	\N
111	jas.keith.832	Bandaging Workshop	2023-03-06	1	1	6
111	jas.morton.077	Bandaging Workshop	2023-03-06	\N	\N	\N
111	jas.morton.077	Biannual Blood Donation	2021-07-19	1	0	\N
111	jen.campbell.340	Bandaging Workshop	2023-03-06	1	1	8
111	jer.rollins.740	Bandaging Workshop	2023-03-06	1	1	15
111	jil.payne.892	Bandaging Workshop	2023-03-06	\N	\N	\N
111	joh.coleman.076	Biannual Blood Donation	2021-07-19	1	1	14
111	jos.garcia.375	Bandaging Workshop	2023-03-06	\N	\N	\N
111	kar.carroll.734	Bandaging Workshop	2023-03-06	\N	\N	\N
111	ker.mullen.690	Biannual Blood Donation	2021-07-19	\N	\N	\N
111	kri.edwards.715	Biannual Blood Donation	2021-07-19	1	1	15
111	lar.banks.335	Biannual Blood Donation	2021-07-19	1	0	\N
111	log.edwards.500	Bandaging Workshop	2023-03-06	1	0	\N
111	log.edwards.500	Biannual Blood Donation	2021-07-19	1	0	\N
111	lyn.tate.654	Bandaging Workshop	2023-03-06	1	0	\N
111	mar.gonzales.971	Bandaging Workshop	2023-03-06	1	1	8
111	mel.acevedo.523	Bandaging Workshop	2023-03-06	1	0	\N
111	mel.acevedo.523	Biannual Blood Donation	2021-07-19	1	0	\N
111	mic.case.027	Bandaging Workshop	2023-03-06	1	0	\N
111	mic.case.027	Biannual Blood Donation	2021-07-19	1	1	16
111	mic.woods.516	Bandaging Workshop	2023-03-06	1	1	5
111	mic.woods.516	Biannual Blood Donation	2021-07-19	1	1	10
111	mig.brown.544	Bandaging Workshop	2023-03-06	1	0	\N
111	mit.haynes.006	Bandaging Workshop	2023-03-06	1	0	\N
111	mit.haynes.006	Biannual Blood Donation	2021-07-19	1	1	10
111	mon.barber.526	Biannual Blood Donation	2021-07-19	1	1	6
111	mr..ferguson.506	Bandaging Workshop	2023-03-06	1	0	\N
111	nic.horn.309	Bandaging Workshop	2023-03-06	1	1	6
111	nic.horn.309	Biannual Blood Donation	2021-07-19	1	0	\N
111	nic.sherman.130	Bandaging Workshop	2023-03-06	0	\N	\N
111	phi.wilson.040	Bandaging Workshop	2023-03-06	1	0	\N
111	phi.wilson.040	Biannual Blood Donation	2021-07-19	\N	\N	\N
111	reg.hughes.236	Bandaging Workshop	2023-03-06	1	1	6
111	reg.hughes.236	Biannual Blood Donation	2021-07-19	1	0	\N
111	san.wallace.423	Bandaging Workshop	2023-03-06	1	0	\N
111	san.wallace.423	Biannual Blood Donation	2021-07-19	1	1	10
111	vic.weaver.575	Bandaging Workshop	2023-03-06	1	0	\N
111	vic.weaver.575	Biannual Blood Donation	2021-07-19	1	1	12
111	wya.martinez.388	Bandaging Workshop	2023-03-06	1	0	\N
111	wya.martinez.388	Biannual Blood Donation	2021-07-19	1	1	10
112	ale.johnson.509	Helping Hands	2023-02-04	1	0	\N
112	ale.johnson.509	Howl-O-Ween	2021-02-21	1	1	9
112	ale.johnson.509	Old But Gold	2023-09-23	1	0	\N
112	amy.floyd.618	Helping Hands	2023-02-04	1	1	16
112	amy.floyd.618	Howl-O-Ween	2021-02-21	1	1	2
112	amy.floyd.618	Old But Gold	2023-09-23	1	0	\N
112	amy.garcia.871	Howl-O-Ween	2021-02-21	1	1	7
112	amy.garcia.871	Old But Gold	2023-09-23	1	0	\N
112	amy.henderson.224	Helping Hands	2023-02-04	1	0	\N
112	amy.henderson.224	Howl-O-Ween	2021-02-21	\N	\N	\N
112	amy.henderson.224	Old But Gold	2023-09-23	1	1	13
112	amy.henderson.224	Paws for a Cause	2021-05-09	1	0	\N
112	ang.hopkins.264	Helping Hands	2023-02-04	1	1	12
112	ang.hopkins.264	Old But Gold	2023-09-23	1	0	\N
112	ant.dennis.856	Helping Hands	2023-02-04	1	0	\N
112	ant.dennis.856	Howl-O-Ween	2021-02-21	1	0	\N
112	ant.dennis.856	Old But Gold	2023-09-23	1	1	16
112	ash.robinson.400	Helping Hands	2023-02-04	1	1	9
112	ash.robinson.400	Howl-O-Ween	2021-02-21	1	1	6
112	ash.robinson.400	Old But Gold	2023-09-23	1	0	\N
112	ben.turner.392	Helping Hands	2023-02-04	1	1	13
112	ben.turner.392	Howl-O-Ween	2021-02-21	1	0	\N
112	cas.duran.250	Helping Hands	2023-02-04	1	1	7
112	cas.duran.250	Old But Gold	2023-09-23	1	1	5
112	chr.rose.465	Helping Hands	2023-02-04	1	0	\N
112	chr.rose.465	Howl-O-Ween	2021-02-21	1	1	14
112	cor.jr..320	Helping Hands	2023-02-04	1	0	\N
112	cor.jr..320	Old But Gold	2023-09-23	1	0	\N
112	cou.brooks.739	Helping Hands	2023-02-04	\N	\N	\N
112	cou.brooks.739	Old But Gold	2023-09-23	1	0	\N
112	cry.davis.502	Helping Hands	2023-02-04	1	1	4
112	cry.davis.502	Old But Gold	2023-09-23	1	0	\N
112	dan.hayes.093	Howl-O-Ween	2021-02-21	1	0	\N
112	dan.hayes.093	Old But Gold	2023-09-23	1	1	5
112	dav.lloyd.779	Howl-O-Ween	2021-02-21	1	0	\N
112	dav.lloyd.779	Old But Gold	2023-09-23	1	0	\N
112	dav.ryan.302	Helping Hands	2023-02-04	\N	\N	\N
112	dav.ryan.302	Howl-O-Ween	2021-02-21	1	1	8
112	daw.davis.370	Helping Hands	2023-02-04	1	0	\N
112	daw.davis.370	Howl-O-Ween	2021-02-21	\N	\N	\N
112	daw.davis.370	Old But Gold	2023-09-23	1	0	\N
112	daw.davis.370	Paws for a Cause	2021-05-09	1	0	\N
112	dr..espinoza.407	Helping Hands	2023-02-04	1	1	11
112	dr..espinoza.407	Howl-O-Ween	2021-02-21	1	0	\N
112	dr..espinoza.407	Old But Gold	2023-09-23	1	0	\N
112	dyl.romero.144	Helping Hands	2023-02-04	1	1	9
112	dyl.romero.144	Howl-O-Ween	2021-02-21	1	1	5
112	dyl.romero.144	Old But Gold	2023-09-23	1	0	\N
112	eli.dawson.093	Helping Hands	2023-02-04	1	1	2
112	eli.dawson.093	Howl-O-Ween	2021-02-21	1	1	5
112	eli.dawson.093	Old But Gold	2023-09-23	0	\N	\N
112	ger.riley.934	Helping Hands	2023-02-04	1	1	9
112	ger.riley.934	Howl-O-Ween	2021-02-21	1	0	\N
112	ger.riley.934	Old But Gold	2023-09-23	\N	\N	\N
112	hea.baldwin.164	Helping Hands	2023-02-04	1	0	\N
112	hea.baldwin.164	Old But Gold	2023-09-23	\N	\N	\N
112	jam.evans.413	Helping Hands	2023-02-04	0	\N	\N
112	jam.evans.413	Howl-O-Ween	2021-02-21	1	0	\N
112	jam.evans.413	Old But Gold	2023-09-23	1	0	\N
112	jam.johnson.153	Helping Hands	2023-02-04	1	1	15
112	jam.johnson.153	Howl-O-Ween	2021-02-21	0	\N	\N
112	jam.terrell.239	Helping Hands	2023-02-04	1	1	13
112	jam.terrell.239	Old But Gold	2023-09-23	1	0	\N
112	jas.keith.832	Helping Hands	2023-02-04	1	1	16
112	jas.keith.832	Howl-O-Ween	2021-02-21	1	0	\N
112	jas.morton.077	Howl-O-Ween	2021-02-21	1	1	3
112	jas.morton.077	Old But Gold	2023-09-23	1	1	16
112	jas.morton.077	Paws for a Cause	2021-05-09	1	1	10
112	jen.campbell.340	Helping Hands	2023-02-04	1	1	5
112	jen.huerta.328	Howl-O-Ween	2021-02-21	0	\N	\N
112	jen.huerta.328	Old But Gold	2023-09-23	1	1	1
112	jer.rollins.740	Helping Hands	2023-02-04	0	\N	\N
112	jer.rollins.740	Old But Gold	2023-09-23	1	1	4
112	jer.rollins.740	Paws for a Cause	2021-05-09	\N	\N	\N
112	jil.payne.892	Howl-O-Ween	2021-02-21	\N	\N	\N
112	jil.payne.892	Old But Gold	2023-09-23	1	1	14
112	joh.coleman.076	Helping Hands	2023-02-04	1	1	10
112	joh.coleman.076	Howl-O-Ween	2021-02-21	1	0	\N
112	joh.coleman.076	Old But Gold	2023-09-23	1	0	\N
112	jos.garcia.375	Old But Gold	2023-09-23	1	0	\N
112	kar.carroll.734	Helping Hands	2023-02-04	1	0	\N
112	kar.carroll.734	Howl-O-Ween	2021-02-21	\N	\N	\N
112	kar.carroll.734	Old But Gold	2023-09-23	1	0	\N
112	ker.mullen.690	Helping Hands	2023-02-04	\N	\N	\N
112	ker.mullen.690	Old But Gold	2023-09-23	1	0	\N
112	kri.edwards.715	Helping Hands	2023-02-04	\N	\N	\N
112	kri.edwards.715	Howl-O-Ween	2021-02-21	1	1	6
112	kri.edwards.715	Old But Gold	2023-09-23	\N	\N	\N
112	lar.banks.335	Helping Hands	2023-02-04	1	1	3
112	lar.banks.335	Old But Gold	2023-09-23	1	1	12
112	lar.banks.335	Paws for a Cause	2021-05-09	0	\N	\N
112	log.edwards.500	Helping Hands	2023-02-04	1	1	12
112	log.edwards.500	Howl-O-Ween	2021-02-21	1	0	\N
112	log.edwards.500	Paws for a Cause	2021-05-09	1	1	14
112	lyn.tate.654	Helping Hands	2023-02-04	1	0	\N
112	lyn.tate.654	Old But Gold	2023-09-23	1	1	5
112	mar.gonzales.971	Helping Hands	2023-02-04	1	0	\N
112	mar.gonzales.971	Old But Gold	2023-09-23	1	1	3
112	mel.acevedo.523	Helping Hands	2023-02-04	1	0	\N
112	mel.acevedo.523	Howl-O-Ween	2021-02-21	1	1	6
112	mel.acevedo.523	Old But Gold	2023-09-23	1	0	\N
112	mel.acevedo.523	Paws for a Cause	2021-05-09	1	0	\N
112	mic.case.027	Howl-O-Ween	2021-02-21	\N	\N	\N
112	mic.reynolds.319	Helping Hands	2023-02-04	\N	\N	\N
112	mic.reynolds.319	Howl-O-Ween	2021-02-21	1	0	\N
112	mic.reynolds.319	Old But Gold	2023-09-23	1	0	\N
112	mic.thompson.255	Helping Hands	2023-02-04	1	1	16
112	mic.thompson.255	Howl-O-Ween	2021-02-21	1	1	5
112	mic.thompson.255	Old But Gold	2023-09-23	1	0	\N
112	mic.thompson.255	Paws for a Cause	2021-05-09	1	1	15
112	mic.woods.516	Helping Hands	2023-02-04	\N	\N	\N
112	mic.woods.516	Howl-O-Ween	2021-02-21	1	1	9
112	mic.woods.516	Old But Gold	2023-09-23	1	0	\N
112	mig.brown.544	Helping Hands	2023-02-04	1	1	3
112	mig.brown.544	Howl-O-Ween	2021-02-21	1	1	15
112	mig.brown.544	Paws for a Cause	2021-05-09	1	1	8
112	mit.diaz.120	Howl-O-Ween	2021-02-21	1	1	5
112	mit.haynes.006	Helping Hands	2023-02-04	1	0	\N
112	mit.haynes.006	Old But Gold	2023-09-23	1	1	10
112	mr..ferguson.506	Helping Hands	2023-02-04	\N	\N	\N
112	mr..ferguson.506	Old But Gold	2023-09-23	\N	\N	\N
112	nic.horn.309	Helping Hands	2023-02-04	1	1	12
112	nic.horn.309	Howl-O-Ween	2021-02-21	1	0	\N
112	nic.sherman.130	Helping Hands	2023-02-04	1	0	\N
112	nic.sherman.130	Howl-O-Ween	2021-02-21	1	0	\N
112	nic.sherman.130	Old But Gold	2023-09-23	1	1	9
112	phi.wilson.040	Helping Hands	2023-02-04	1	0	\N
112	phi.wilson.040	Old But Gold	2023-09-23	1	0	\N
112	reg.hughes.236	Helping Hands	2023-02-04	1	0	\N
112	reg.hughes.236	Howl-O-Ween	2021-02-21	1	1	15
112	reg.hughes.236	Old But Gold	2023-09-23	0	\N	\N
112	rob.valenzuela.589	Helping Hands	2023-02-04	1	1	4
112	rob.valenzuela.589	Howl-O-Ween	2021-02-21	1	1	1
112	rob.valenzuela.589	Old But Gold	2023-09-23	1	0	\N
112	san.wallace.423	Helping Hands	2023-02-04	1	1	5
112	san.wallace.423	Howl-O-Ween	2021-02-21	0	\N	\N
112	san.wallace.423	Old But Gold	2023-09-23	\N	\N	\N
112	vic.weaver.575	Helping Hands	2023-02-04	1	0	\N
112	vic.weaver.575	Old But Gold	2023-09-23	1	0	\N
112	vic.weaver.575	Paws for a Cause	2021-05-09	\N	\N	\N
112	wya.martinez.388	Helping Hands	2023-02-04	0	\N	\N
112	wya.martinez.388	Howl-O-Ween	2021-02-21	1	0	\N
112	wya.martinez.388	Old But Gold	2023-09-23	\N	\N	\N
116	amy.floyd.618	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	\N	\N	\N
116	ash.robinson.400	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	1	0	\N
116	ben.turner.392	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	1	0	\N
116	chr.rose.465	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	1	0	\N
116	cou.brooks.739	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	\N	\N	\N
116	eri.lopez.817	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	1	0	\N
116	hea.baldwin.164	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	1	0	\N
116	jam.evans.413	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	1	0	\N
116	jas.keith.832	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	1	1	2
116	jen.huerta.328	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	1	1	8
116	joh.coleman.076	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	1	1	8
116	jos.garcia.375	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	0	\N	\N
116	log.edwards.500	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	\N	\N	\N
116	mic.woods.516	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	1	1	4
116	mit.diaz.120	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	1	0	\N
116	mon.barber.526	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	1	1	7
116	mr..ferguson.506	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	1	1	15
116	nic.sherman.130	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	1	1	16
116	vic.weaver.575	Project HomeWorks: Creating safe & sanitary homes	2021-06-30	\N	\N	\N
117	ale.johnson.509	Project Illuminate	2021-02-15	1	0	\N
117	amy.floyd.618	Project Enrich	2021-02-18	1	0	\N
117	amy.floyd.618	Project Illuminate	2021-02-15	0	\N	\N
117	ang.hopkins.264	Project Enrich	2021-02-18	1	1	5
117	ant.fleming.613	Project Illuminate	2021-02-15	1	0	\N
117	ash.robinson.400	Project Illuminate	2021-02-15	1	1	11
117	ben.turner.392	Project Enrich	2021-02-18	1	1	5
117	chr.rose.465	Project Illuminate	2021-02-15	1	1	16
117	cor.jr..320	Project Ai	2022-08-09	1	0	\N
117	cor.jr..320	Project Enrich	2021-02-18	1	1	7
117	cor.jr..320	YOLO 2022	2022-04-03	1	0	\N
117	cou.brooks.739	Project Enrich	2021-02-18	1	1	11
117	dav.lloyd.779	Project Enrich	2021-02-18	0	\N	\N
117	dav.lloyd.779	Project Illuminate	2021-02-15	1	1	12
117	dav.ryan.302	Project Illuminate	2021-02-15	\N	\N	\N
117	daw.davis.370	Project Enrich	2021-02-18	1	0	\N
117	daw.davis.370	YOLO 2022	2022-04-03	1	1	4
117	eli.dawson.093	Project Enrich	2021-02-18	0	\N	\N
117	eli.dawson.093	Project Illuminate	2021-02-15	1	0	\N
117	eri.lopez.817	Project Illuminate	2021-02-15	1	1	12
117	hea.baldwin.164	Project Illuminate	2021-02-15	1	1	6
117	jam.evans.413	Project Enrich	2021-02-18	\N	\N	\N
117	jam.evans.413	Project Illuminate	2021-02-15	1	0	\N
117	jam.johnson.153	Project Illuminate	2021-02-15	1	1	4
117	jam.terrell.239	Project Enrich	2021-02-18	1	0	\N
117	jas.keith.832	Project Illuminate	2021-02-15	\N	\N	\N
117	jas.morton.077	Project Ai	2022-08-09	1	1	13
117	jas.morton.077	Project Enrich	2021-02-18	1	1	8
117	jen.campbell.340	Project Enrich	2021-02-18	1	1	2
117	jen.huerta.328	Project Illuminate	2021-02-15	1	0	\N
117	jer.rollins.740	Project Enrich	2021-02-18	1	0	\N
117	jer.rollins.740	Project Illuminate	2021-02-15	1	0	\N
117	jil.payne.892	Project Enrich	2021-02-18	\N	\N	\N
117	jil.payne.892	Project Illuminate	2021-02-15	1	0	\N
117	joh.coleman.076	Project Enrich	2021-02-18	0	\N	\N
117	joh.coleman.076	Project Illuminate	2021-02-15	1	0	\N
117	jos.garcia.375	Project Illuminate	2021-02-15	1	1	6
117	kar.carroll.734	Project Illuminate	2021-02-15	1	0	\N
117	kri.edwards.715	Project Illuminate	2021-02-15	1	0	\N
117	lar.banks.335	Project Ai	2022-08-09	1	0	\N
117	lar.banks.335	Project Enrich	2021-02-18	1	1	1
117	lar.banks.335	Project Illuminate	2021-02-15	1	0	\N
117	lar.banks.335	YOLO 2022	2022-04-03	1	1	8
117	log.edwards.500	Project Ai	2022-08-09	1	0	\N
117	log.edwards.500	Project Enrich	2021-02-18	1	0	\N
117	log.edwards.500	YOLO 2022	2022-04-03	1	1	16
117	lyn.tate.654	Project Illuminate	2021-02-15	1	1	11
117	mar.gonzales.971	Project Illuminate	2021-02-15	\N	\N	\N
117	mic.reynolds.319	Project Enrich	2021-02-18	1	0	\N
117	mic.reynolds.319	Project Illuminate	2021-02-15	1	1	2
117	mic.thompson.255	Project Ai	2022-08-09	1	1	15
117	mic.thompson.255	Project Enrich	2021-02-18	1	1	9
117	mic.woods.516	Project Enrich	2021-02-18	1	1	16
117	mig.brown.544	Project Ai	2022-08-09	1	1	12
117	mig.brown.544	YOLO 2022	2022-04-03	1	0	\N
117	mit.haynes.006	Project Enrich	2021-02-18	1	1	14
117	vic.weaver.575	Project Ai	2022-08-09	1	0	\N
117	wya.martinez.388	Project Enrich	2021-02-18	1	0	\N
117	wya.martinez.388	Project Illuminate	2021-02-15	1	0	\N
118	ale.johnson.509	Hands-on workshops	2022-12-09	\N	\N	\N
118	ale.johnson.509	World Water Day	2022-01-08	1	1	9
118	amy.floyd.618	Hands-on workshops	2022-12-09	1	0	\N
118	amy.garcia.871	World Water Day	2022-01-08	\N	\N	\N
118	amy.henderson.224	Beach clean-up	2021-01-02	1	0	\N
118	amy.henderson.224	Hands-on workshops	2022-12-09	1	0	\N
118	amy.henderson.224	World Water Day	2022-01-08	1	1	7
118	ang.hopkins.264	Hands-on workshops	2022-12-09	1	1	14
118	ant.dennis.856	Hands-on workshops	2022-12-09	1	1	6
118	ant.dennis.856	World Water Day	2022-01-08	1	0	\N
118	ant.fleming.613	World Water Day	2022-01-08	1	1	7
118	ben.turner.392	Hands-on workshops	2022-12-09	\N	\N	\N
118	ben.turner.392	World Water Day	2022-01-08	\N	\N	\N
118	chr.rose.465	Hands-on workshops	2022-12-09	\N	\N	\N
118	chr.rose.465	World Water Day	2022-01-08	1	0	\N
118	cor.jr..320	Beach clean-up	2021-01-02	1	1	8
118	cor.jr..320	Hands-on workshops	2022-12-09	1	0	\N
118	cor.jr..320	World Water Day	2022-01-08	1	1	11
118	cry.davis.502	Hands-on workshops	2022-12-09	1	1	10
118	cry.davis.502	World Water Day	2022-01-08	1	0	\N
118	dan.hayes.093	Hands-on workshops	2022-12-09	\N	\N	\N
118	dav.lloyd.779	Hands-on workshops	2022-12-09	0	\N	\N
118	dav.lloyd.779	World Water Day	2022-01-08	1	1	16
118	dav.ryan.302	Hands-on workshops	2022-12-09	1	0	\N
118	dr..espinoza.407	Hands-on workshops	2022-12-09	1	0	\N
118	dyl.romero.144	World Water Day	2022-01-08	1	0	\N
118	eli.dawson.093	Hands-on workshops	2022-12-09	1	0	\N
118	eli.dawson.093	Vegan Picnic	2023-01-19	1	1	12
118	eli.dawson.093	World Water Day	2022-01-08	1	0	\N
118	ger.riley.934	Hands-on workshops	2022-12-09	1	0	\N
118	hea.baldwin.164	Hands-on workshops	2022-12-09	0	\N	\N
118	hea.baldwin.164	World Water Day	2022-01-08	1	1	8
118	jam.evans.413	World Water Day	2022-01-08	1	0	\N
118	jam.johnson.153	Hands-on workshops	2022-12-09	1	1	8
118	jam.johnson.153	World Water Day	2022-01-08	\N	\N	\N
118	jam.terrell.239	Vegan Picnic	2023-01-19	1	0	\N
118	jam.terrell.239	World Water Day	2022-01-08	\N	\N	\N
118	jas.keith.832	Hands-on workshops	2022-12-09	\N	\N	\N
118	jas.keith.832	World Water Day	2022-01-08	\N	\N	\N
118	jas.morton.077	World Water Day	2022-01-08	1	0	\N
118	jen.campbell.340	Hands-on workshops	2022-12-09	0	\N	\N
118	jen.campbell.340	World Water Day	2022-01-08	1	1	14
118	jen.huerta.328	Hands-on workshops	2022-12-09	1	1	10
118	jen.huerta.328	World Water Day	2022-01-08	1	1	7
118	jer.rollins.740	Hands-on workshops	2022-12-09	1	1	12
118	jer.rollins.740	World Water Day	2022-01-08	1	0	\N
118	jil.payne.892	World Water Day	2022-01-08	1	0	\N
118	joh.coleman.076	World Water Day	2022-01-08	1	1	10
118	jos.garcia.375	Hands-on workshops	2022-12-09	1	0	\N
118	kar.carroll.734	Hands-on workshops	2022-12-09	1	1	1
118	kar.carroll.734	World Water Day	2022-01-08	1	0	\N
118	ker.mullen.690	World Water Day	2022-01-08	\N	\N	\N
118	kri.edwards.715	Hands-on workshops	2022-12-09	1	1	10
118	lar.banks.335	Beach clean-up	2021-01-02	1	0	\N
118	lar.banks.335	Hands-on workshops	2022-12-09	1	1	8
118	lar.banks.335	Vegan Picnic	2023-01-19	1	0	\N
118	log.edwards.500	Hands-on workshops	2022-12-09	1	0	\N
118	mar.gonzales.971	Hands-on workshops	2022-12-09	1	0	\N
118	mar.gonzales.971	Vegan Picnic	2023-01-19	1	1	16
118	mar.gonzales.971	World Water Day	2022-01-08	\N	\N	\N
118	mel.acevedo.523	World Water Day	2022-01-08	1	0	\N
118	mic.case.027	Hands-on workshops	2022-12-09	1	0	\N
118	mic.reynolds.319	Hands-on workshops	2022-12-09	1	0	\N
118	mic.reynolds.319	World Water Day	2022-01-08	0	\N	\N
118	mic.thompson.255	Hands-on workshops	2022-12-09	1	0	\N
118	mic.woods.516	Hands-on workshops	2022-12-09	1	0	\N
118	mic.woods.516	World Water Day	2022-01-08	1	1	1
118	mig.brown.544	Beach clean-up	2021-01-02	1	0	\N
118	mig.brown.544	World Water Day	2022-01-08	1	1	8
118	mit.diaz.120	Hands-on workshops	2022-12-09	1	0	\N
118	mr..ferguson.506	Hands-on workshops	2022-12-09	1	0	\N
118	mr..ferguson.506	World Water Day	2022-01-08	1	0	\N
118	nic.horn.309	Hands-on workshops	2022-12-09	1	1	7
118	nic.horn.309	World Water Day	2022-01-08	1	0	\N
118	nic.sherman.130	Hands-on workshops	2022-12-09	1	0	\N
118	nic.sherman.130	Vegan Picnic	2023-01-19	1	0	\N
118	phi.wilson.040	Hands-on workshops	2022-12-09	1	1	2
118	phi.wilson.040	Vegan Picnic	2023-01-19	1	0	\N
118	reg.hughes.236	Vegan Picnic	2023-01-19	1	1	16
118	san.wallace.423	Hands-on workshops	2022-12-09	1	0	\N
118	san.wallace.423	World Water Day	2022-01-08	1	1	6
118	vic.weaver.575	Hands-on workshops	2022-12-09	\N	\N	\N
118	vic.weaver.575	Vegan Picnic	2023-01-19	1	1	7
118	vic.weaver.575	World Water Day	2022-01-08	1	1	8
118	wya.martinez.388	Hands-on workshops	2022-12-09	\N	\N	\N
122	amy.floyd.618	Club Cohesion	2023-05-22	1	1	5
122	amy.garcia.871	Club Cohesion	2023-05-22	\N	\N	\N
122	amy.henderson.224	Club Cohesion	2023-05-22	1	0	\N
122	ang.hopkins.264	Club Cohesion	2023-05-22	1	1	2
122	ant.dennis.856	Club Cohesion	2023-05-22	1	0	\N
122	ant.fleming.613	Club Cohesion	2023-05-22	1	0	\N
122	ash.robinson.400	Club Cohesion	2023-05-22	0	\N	\N
122	ben.turner.392	Club Cohesion	2023-05-22	1	1	7
122	chr.rose.465	Club Cohesion	2023-05-22	1	1	4
122	cor.jr..320	Club Cohesion	2023-05-22	1	0	\N
122	cry.davis.502	Club Cohesion	2023-05-22	1	0	\N
122	dav.lloyd.779	Club Cohesion	2023-05-22	1	0	\N
122	dr..espinoza.407	Club Cohesion	2023-05-22	1	1	16
122	dyl.romero.144	Club Cohesion	2023-05-22	1	1	7
122	eli.dawson.093	Club Cohesion	2023-05-22	\N	\N	\N
122	eri.lopez.817	Club Cohesion	2023-05-22	1	1	2
122	hea.baldwin.164	Club Cohesion	2023-05-22	1	1	15
122	jam.evans.413	Club Cohesion	2023-05-22	1	1	5
122	jam.johnson.153	Club Cohesion	2023-05-22	\N	\N	\N
122	jas.morton.077	Club Cohesion	2023-05-22	1	0	\N
122	jen.huerta.328	Club Cohesion	2023-05-22	1	0	\N
122	jer.rollins.740	Club Cohesion	2023-05-22	\N	\N	\N
122	jil.payne.892	Club Cohesion	2023-05-22	\N	\N	\N
122	joh.coleman.076	Club Cohesion	2023-05-22	1	1	7
122	jos.garcia.375	Club Cohesion	2023-05-22	1	1	10
122	kar.carroll.734	Club Cohesion	2023-05-22	1	1	5
122	ker.mullen.690	Club Cohesion	2023-05-22	1	0	\N
122	kri.edwards.715	Club Cohesion	2023-05-22	1	1	2
122	log.edwards.500	Club Cohesion	2023-05-22	1	0	\N
122	lyn.tate.654	Club Cohesion	2023-05-22	1	0	\N
122	mel.acevedo.523	Club Cohesion	2023-05-22	1	1	7
122	mic.reynolds.319	Club Cohesion	2023-05-22	1	0	\N
122	mic.thompson.255	Club Cohesion	2023-05-22	1	0	\N
122	mic.woods.516	Club Cohesion	2023-05-22	1	1	3
122	mig.brown.544	Club Cohesion	2023-05-22	\N	\N	\N
122	mit.haynes.006	Club Cohesion	2023-05-22	\N	\N	\N
122	mr..ferguson.506	Club Cohesion	2023-05-22	1	1	12
122	nic.horn.309	Club Cohesion	2023-05-22	1	1	3
122	nic.sherman.130	Club Cohesion	2023-05-22	1	1	15
122	phi.wilson.040	Club Cohesion	2023-05-22	1	0	\N
122	reg.hughes.236	Club Cohesion	2023-05-22	1	1	14
122	vic.weaver.575	Club Cohesion	2023-05-22	\N	\N	\N
122	wya.martinez.388	Club Cohesion	2023-05-22	1	1	1
150	ale.johnson.509	Annual Nite Bike	2021-08-19	1	1	12
150	ale.johnson.509	Road Series rideouts	2021-12-25	1	1	15
150	amy.floyd.618	Annual Pedal x Paddle	2022-04-21	\N	\N	\N
150	amy.floyd.618	Bike4Change	2022-07-04	1	1	16
